ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000001,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000001,descripcio,FILETS SEITÓ,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000001,import,"3,25","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000001,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000001,descripcio,GAMBA ARROSSERA,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000001,import,"1,192,46","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000001,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000001,descripcio,WHISKY ESCOCÈS,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000001,import,"30,79","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000001,quantitat_ud,3,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000001,descripcio,ROVELLS,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000001,preu_unitari,"1,38","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000001,import,"4,12","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000001,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000001,descripcio,ESPATLLA XAI,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000001,import,"13,07","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000001,total,"1,243,69","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
000002,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000002,descripcio,BARRA,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000002,import,"1,26","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000002,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000002,descripcio,PIT GALL DINDI,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000002,import,"3,29","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000002,quantitat_ud,3,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000002,descripcio,AMPOLLES LIPO,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000002,preu_unitari,"4,35","(282.5, 40)","(352.5, 40)","(282.5, 60)","(352.5, 60)"
000002,import,"13,04","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000002,quantitat_ud,4,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000002,descripcio,BEGUDA LÀCTIA,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000002,preu_unitari,"1,38","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000002,import,"5,50","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000002,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000002,descripcio,ARRÒS PRECUIT,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000002,import,"1,72","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000002,total,"24,80","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
000003,quantitat_ud,3,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000003,descripcio,LLET,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000003,preu_unitari,"1,56","(282.5, 0)","(352.5, 0)","(282.5, 20)","(352.5, 20)"
000003,import,"4,68","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000003,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000003,descripcio,PERNIL DOLÇ NOEL,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000003,import,"2,48","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000003,quantitat_ud,4,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000003,descripcio,REFRESC GUST,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000003,preu_unitari,"0,30","(282.5, 40)","(352.5, 40)","(282.5, 60)","(352.5, 60)"
000003,import,"1,19","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000003,quantitat_ud,1,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000003,descripcio,TALLS FETGE,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000003,import,"4,17","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000003,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000003,descripcio,LLONGANISSA EXTRA,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000003,import,"1,43","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000003,total,"13,94","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
000004,quantitat_ud,4,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000004,descripcio,PETIT GUST,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000004,preu_unitari,"0,73","(282.5, 0)","(352.5, 0)","(282.5, 20)","(352.5, 20)"
000004,import,"2,91","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000004,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000004,descripcio,GELAT MENTA XOCO,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000004,import,"2,74","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000004,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000004,descripcio,XORIÇO EXTRA,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000004,import,"1,10","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000004,quantitat_ud,1,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000004,descripcio,GAMBOT DIMAROSA,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000004,import,"69,25","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000004,quantitat_ud,1,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000004,descripcio,NETEJAVIDRES,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000004,import,"1,29","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000004,total,"77,29","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
000005,quantitat_ud,1,"(0, 0)","(40, 0)","(0, 20)","(40, 20)"
000005,descripcio,FONDUE SAVOYARDE,"(40, 0)","(240, 0)","(40, 20)","(240, 20)"
000005,import,"3,48","(405, 0)","(450, 0)","(405, 20)","(450, 20)"
000005,quantitat_ud,1,"(0, 20)","(40, 20)","(0, 40)","(40, 40)"
000005,descripcio,TRAMPA ANTIARNES,"(40, 20)","(240, 20)","(40, 40)","(240, 40)"
000005,import,"5,69","(405, 20)","(450, 20)","(405, 40)","(450, 40)"
000005,quantitat_ud,1,"(0, 40)","(40, 40)","(0, 60)","(40, 60)"
000005,descripcio,BOSSES CONGELACIÓ,"(40, 40)","(240, 40)","(40, 60)","(240, 60)"
000005,import,"41,14","(405, 40)","(450, 40)","(405, 60)","(450, 60)"
000005,quantitat_ud,4,"(0, 60)","(40, 60)","(0, 80)","(40, 80)"
000005,descripcio,IOGURT NATURAL,"(40, 60)","(240, 60)","(40, 80)","(240, 80)"
000005,preu_unitari,"0,87","(282.5, 60)","(352.5, 60)","(282.5, 80)","(352.5, 80)"
000005,import,"3,48","(405, 60)","(450, 60)","(405, 80)","(450, 80)"
000005,quantitat_ud,3,"(0, 80)","(40, 80)","(0, 100)","(40, 100)"
000005,descripcio,GELAT CORNET,"(40, 80)","(240, 80)","(40, 100)","(240, 100)"
000005,preu_unitari,"1,71","(282.5, 80)","(352.5, 80)","(282.5, 100)","(352.5, 100)"
000005,import,"5,12","(405, 80)","(450, 80)","(405, 100)","(450, 100)"
000005,total,"58,90","(375, 120)","(450, 120)","(375, 140)","(450, 140)"
