ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000001,quantitat_kg,0.539,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000001,descripcio,PATATES TALL,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000001,preu_unitari,"1,20","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000001,import,"0,64","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000001,quantitat_kg,0.119,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000001,descripcio,VERDURES SALTADES,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000001,preu_unitari,"2,42","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000001,import,"0,29","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000001,quantitat_kg,0.979,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000001,descripcio,COLIFLOR,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000001,preu_unitari,"1,34","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000001,import,"1,31","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000001,quantitat_kg,1.179,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000001,descripcio,SAMFAINA,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000001,preu_unitari,"4,64","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000001,import,"5,48","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000001,quantitat_kg,1.121,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000001,descripcio,EDAMAME BEINES,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000001,preu_unitari,"3,52","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000001,import,"3,95","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000001,total,"11,67","(400, 530)","(475, 530)","(400, 550)","(475, 550)"
000002,quantitat_kg,0.268,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000002,descripcio,MENTA,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000002,preu_unitari,"18,07","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000002,import,"4,84","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000002,quantitat_kg,1.114,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000002,descripcio,CROQUETES,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000002,preu_unitari,"4,72","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000002,import,"5,26","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000002,quantitat_kg,0.395,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000002,descripcio,CARXOFA BABY,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000002,preu_unitari,"9,18","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000002,import,"3,63","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000002,quantitat_kg,0.728,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000002,descripcio,PATATES FORN,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000002,preu_unitari,"1,87","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000002,import,"1,36","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000002,quantitat_kg,0.333,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000002,descripcio,"COLIFLOR, BRÒCOLI","(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000002,preu_unitari,"1,92","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000002,import,"0,64","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000002,total,"15,73","(400, 530)","(475, 530)","(400, 550)","(475, 550)"
000003,quantitat_kg,0.985,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000003,descripcio,VERDURES ROSTIDES,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000003,preu_unitari,"4,12","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000003,import,"4,06","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000003,quantitat_kg,1.111,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000003,descripcio,ESPINAC,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000003,preu_unitari,"1,74","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000003,import,"1,93","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000003,quantitat_kg,1.428,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000003,descripcio,CROQUETES,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000003,preu_unitari,"4,72","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000003,import,"6,74","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000003,quantitat_kg,0.351,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000003,descripcio,VERDURA,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000003,preu_unitari,"4,16","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000003,import,"1,46","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000003,quantitat_kg,1.369,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000003,descripcio,MINESTRA ESPECIAL,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000003,preu_unitari,"2,07","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000003,import,"2,83","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000003,total,"17,02","(400, 530)","(475, 530)","(400, 550)","(475, 550)"
000004,quantitat_kg,0.589,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000004,descripcio,ROTLLETS PETITS,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000004,preu_unitari,"5,50","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000004,import,"3,23","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000004,quantitat_kg,0.741,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000004,descripcio,BLEDA PORCIONS,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000004,preu_unitari,"1,74","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000004,import,"1,29","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000004,quantitat_kg,0.149,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000004,descripcio,PASTANAGA,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000004,preu_unitari,"1,24","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000004,import,"0,19","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000004,quantitat_kg,1.129,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000004,descripcio,FAVA BABY,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000004,preu_unitari,"3,79","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000004,import,"4,27","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000004,quantitat_kg,1.221,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000004,descripcio,POLLASTRE SALTAT,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000004,preu_unitari,"4,40","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000004,import,"5,37","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000004,total,"14,35","(400, 530)","(475, 530)","(400, 550)","(475, 550)"
000005,quantitat_kg,0.55,"(99, 330)","(159, 330)","(99, 350)","(159, 350)"
000005,descripcio,ROTLLES PRIMAVERA,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000005,preu_unitari,"5,50","(307.5, 330)","(377.5, 330)","(307.5, 350)","(377.5, 350)"
000005,import,"3,03","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000005,quantitat_kg,0.169,"(99, 370)","(159, 370)","(99, 390)","(159, 390)"
000005,descripcio,ENSALADA,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000005,preu_unitari,"0,78","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000005,import,"0,14","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000005,quantitat_kg,1.002,"(99, 410)","(159, 410)","(99, 430)","(159, 430)"
000005,descripcio,ANELLES CEBA,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000005,preu_unitari,"6,41","(307.5, 410)","(377.5, 410)","(307.5, 430)","(377.5, 430)"
000005,import,"6,42","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000005,quantitat_kg,0.729,"(99, 450)","(159, 450)","(99, 470)","(159, 470)"
000005,descripcio,GRAELLADA,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000005,preu_unitari,"3,30","(307.5, 450)","(377.5, 450)","(307.5, 470)","(377.5, 470)"
000005,import,"2,41","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000005,quantitat_kg,0.918,"(99, 490)","(159, 490)","(99, 510)","(159, 510)"
000005,descripcio,ALL TROSSEJAT,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000005,preu_unitari,"7,56","(307.5, 490)","(377.5, 490)","(307.5, 510)","(377.5, 510)"
000005,import,"6,94","(430, 490)","(475, 490)","(430, 510)","(475, 510)"
000005,total,"18,93","(400, 530)","(475, 530)","(400, 550)","(475, 550)"
