ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000001,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000001,descripcio,NAVALLES,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000001,import,"4,07","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000001,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000001,descripcio,LLOM BOVÍ,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000001,import,"3,04","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000001,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000001,descripcio,LLOMS TONYINA,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000001,import,"2,95","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000001,quantitat_ud,1,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000001,descripcio,MEDALLONS FILET,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000001,import,"3,25","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000001,quantitat_ud,2,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000001,descripcio,COSTELLA PORC,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000001,preu_unitari,"3,85","(307.5, 390)","(377.5, 390)","(307.5, 410)","(377.5, 410)"
000001,import,"7,70","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000001,total,"21,00","(400, 430)","(475, 430)","(400, 450)","(475, 450)"
000002,quantitat_ud,5,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000002,descripcio,IOGURT BÍFIDUS,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000002,preu_unitari,"0,88","(307.5, 310)","(377.5, 310)","(307.5, 330)","(377.5, 330)"
000002,import,"4,40","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000002,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000002,descripcio,LLOM BOVÍ,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000002,import,"3,04","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000002,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000002,descripcio,XORIÇO IBÈRIC,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000002,import,"2,18","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000002,quantitat_ud,1,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000002,descripcio,CREMA MANS,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
