ticket_id,etiqueta,value,b_1,b_2,b_3,b_4
000001,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000001,descripcio,CLOÏSSA DEL,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000001,import,"1,98","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000001,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000001,descripcio,BAGUET TONYINA,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000001,import,"2,08","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000001,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000001,descripcio,BROU CASOLÀ,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000001,import,"1,98","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000001,quantitat_ud,5,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000001,descripcio,COLÒNIA DONA 9.60,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000001,preu_unitari,"4,72","(307.5, 370)","(377.5, 370)","(307.5, 390)","(377.5, 390)"
000001,import,"23,59","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000001,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000001,descripcio,COLÒNIA HOME COMO,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000001,import,"8,47","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000001,quantitat_ud,1,"(25, 410)","(65, 410)","(25, 430)","(65, 430)"
000001,descripcio,FORMATGE TOU,"(65, 410)","(265, 410)","(65, 430)","(265, 430)"
000001,import,"2,48","(430, 410)","(475, 410)","(430, 430)","(475, 430)"
000001,quantitat_ud,1,"(25, 430)","(65, 430)","(25, 450)","(65, 450)"
000001,descripcio,COMPRESA AMB ALES,"(65, 430)","(265, 430)","(65, 450)","(265, 450)"
000001,import,"44,00","(430, 430)","(475, 430)","(430, 450)","(475, 450)"
000001,quantitat_ud,1,"(25, 450)","(65, 450)","(25, 470)","(65, 470)"
000001,descripcio,BEIXAMEL HACENDADO,"(65, 450)","(265, 450)","(65, 470)","(265, 470)"
000001,import,"1,71","(430, 450)","(475, 450)","(430, 470)","(475, 470)"
000001,quantitat_ud,1,"(25, 470)","(65, 470)","(25, 490)","(65, 490)"
000001,descripcio,PASTÍS INFANTIL,"(65, 470)","(265, 470)","(65, 490)","(265, 490)"
000001,import,"7,70","(430, 470)","(475, 470)","(430, 490)","(475, 490)"
000001,total,"93,98","(400, 510)","(475, 510)","(400, 530)","(475, 530)"
000002,quantitat_ud,1,"(25, 310)","(65, 310)","(25, 330)","(65, 330)"
000002,descripcio,CREMA SUAVITZANT,"(65, 310)","(265, 310)","(65, 330)","(265, 330)"
000002,import,"1,57","(430, 310)","(475, 310)","(430, 330)","(475, 330)"
000002,quantitat_ud,1,"(25, 330)","(65, 330)","(25, 350)","(65, 350)"
000002,descripcio,MÀSCARA CABELLS,"(65, 330)","(265, 330)","(65, 350)","(265, 350)"
000002,import,"2,90","(430, 330)","(475, 330)","(430, 350)","(475, 350)"
000002,quantitat_ud,1,"(25, 350)","(65, 350)","(25, 370)","(65, 370)"
000002,descripcio,BOU MAR CUIT,"(65, 350)","(265, 350)","(65, 370)","(265, 370)"
000002,import,"9,24","(430, 350)","(475, 350)","(430, 370)","(475, 370)"
000002,quantitat_ud,1,"(25, 370)","(65, 370)","(25, 390)","(65, 390)"
000002,descripcio,MORTADEL·LA AMB,"(65, 370)","(265, 370)","(65, 390)","(265, 390)"
000002,import,"2,20","(430, 370)","(475, 370)","(430, 390)","(475, 390)"
000002,quantitat_ud,1,"(25, 390)","(65, 390)","(25, 410)","(65, 410)"
000002,descripcio,IOGURT LÍQUID,"(65, 390)","(265, 390)","(65, 410)","(265, 410)"
000002,import,"2,42","(430, 390)","(475, 390)","(430, 410)","(475, 410)"
000002,quantitat_ud,1,"(25, 410)","(65, 410)","(25, 430)","(65, 430)"
